,CO,AB,FACID,DIS,FNAME,FSTREET,FCITY,FZIP,FSIC,COID,DISN,CHAPIS,CERR_CODE,TOGT,ROGT,COT,NOXT,SOXT,PMT,PM10T,PM2.5T,lat,lon
0,1,SF,23522,BA,"1650 65TH STREET, LLC",1650 65TH STREET,EMERYVILLE,94608,1542,ALA,BAY AREA AQMD,,,1.6889e-05,1.6442999999999998e-05,5.1e-05,0.00023458900000000003,1.0900000000000001e-07,2.3344000000000002e-05,1.7212e-05,1.1536e-05,37.84633,-122.2962
1,1,SF,15509,BA,2929 SEVENTH STREET LLC,2929 7TH STREET,BERKELEY,94710,4931,ALA,BAY AREA AQMD,,,0.001076764,0.001045987,0.00889089,0.007223467,7.504e-06,0.000436995,0.000419516,0.000409465,37.85207,-122.29048
2,1,SF,20817,BA,"34175 ARDENWOOD VENTURE, LLC",34175 ARDENWOOD BLVD,FREMONT,94555,3721,ALA,BAY AREA AQMD,,,0.00060494,0.000582638,0.000832339,0.00633024,5.4379999999999994e-06,0.00018292,0.00017560400000000002,0.00017139599999999998,37.55754,-122.0641
3,1,SF,22656,BA,365 DATA CENTERS,1400 65TH STREET,EMERYVILLE,94608,4931,ALA,BAY AREA AQMD,,,0.0011822010000000001,0.0011509789999999999,0.0035699990000000003,0.01642124,7.612e-06,0.001222426,0.001173528,0.001145413,37.8467897372177,-122.291652359445
4,1,SF,6165,BA,4TH ST WOODWORKING CO,1266 45TH STREET,EMERYVILLE,94608,2431,ALA,BAY AREA AQMD,,,0.244743023,0.24239925980779997,,,,0.01607143,0.01125,0.0067499990000000005,37.83328,-122.28596
5,1,SF,16271,BA,808 RENEWABLE ENERGY,1515 CLAY STREET,OAKLAND,94612,4911,ALA,BAY AREA AQMD,,,1.5890663999999999,0.36383340000000003,0.30286675,0.18218142,0.001117554,0.03838364,0.03815334,0.03807657,37.80612,-122.27324
6,1,SF,20228,BA,"A 100 US, LLC",26464 CORPORATE AVE,HAYWARD,94545,7374,ALA,BAY AREA AQMD,,,0.11737395,0.10913526300000001,0.3327935,3.42198764,0.003801464,0.046990135,0.045110524000000006,0.044029751,37.62728,-122.11084
7,1,SF,62,BA,A B & I FOUNDRY,7825 SAN LEANDRO ST,OAKLAND,94621,3321,ALA,BAY AREA AQMD,,,29.958015542,28.770849234099998,112.46671165,40.8772018,55.740645001000004,22.646898311999998,14.352079335,10.749534423,37.75002,-122.19409
8,1,SF,20485,BA,AAAA GENERATOR SERVICES,2675 STEVENSON BLVD,FREMONT,94538,8999,ALA,BAY AREA AQMD,,,4.0519e-05,3.5166e-05,0.000291625,0.0006692339999999999,1.305e-06,3.7728e-05,3.6219e-05,3.5351e-05,37.55033,-121.97287
9,1,SF,22484,BA,AB SUPPLY,"45383 INDUSTRIAL PLACE, NO 16",FREMONT,94538,2434,ALA,BAY AREA AQMD,,,0.084904251,0.058802055058000006,,,,,,,37.4958,-121.95115
10,1,SF,20163,BA,ABAXIS INC,30411 WHIPPLE ROAD,UNION CITY,94587,3842,ALA,BAY AREA AQMD,,,0.000323913,0.00027931,0.0028790490000000003,0.005487921,1.0875e-05,0.000285927,0.00027449,0.000267913,37.6008449436828,-122.08690463908
11,1,SF,19013,BA,"ABAXIS, INC",3240 WHIPPLE ROAD,UNION CITY,94587,3842,ALA,BAY AREA AQMD,,,0.000999097,0.0009366530000000001,0.005298992,0.018313247,1.5225e-05,0.0005167230000000001,0.000496055,0.00048417,37.6055750387833,-122.081065023914
12,1,SF,2402,BA,AC TRANSIT,1177 47TH STREET,EMERYVILLE,94608,4173,ALA,BAY AREA AQMD,,,0.152656013,0.06350452599999999,0.01233294,0.057280939,2.7416e-05,0.000837422,0.000803925,0.000784665,37.83527,-122.28229
13,1,SF,3429,BA,AC TRANSIT,45TH STREET,EMERYVILLE,94608,3599,ALA,BAY AREA AQMD,,,0.0024,0.0024,,,,,,,37.83446,-122.27297
14,1,SF,3999,BA,AC TRANSIT,1758 SABRE STREET,HAYWARD,94545,4173,ALA,BAY AREA AQMD,,,0.002465733,0.002400613,0.0074459980000000005,0.03425002,1.5877e-05,0.000489137,0.00046957199999999997,0.000458321,37.65566,-122.12858
15,1,SF,2899,BA,AC TRANSIT DISTRICT,1100 SEMINARY AVE,OAKLAND,94621,4111,ALA,BAY AREA AQMD,,,0.028904292,0.028891627000000003,0.0014479920000000002,0.0066604559999999995,3.088e-06,0.00010655,9.931600000000001e-05,9.3928e-05,37.7618925946113,-122.204043737202
16,1,SF,2258,BA,AC TRANSIT DISTRICT - CENTRAL MAINTENANCE BUILDING,10626 INTERNATIONAL BLVD,OAKLAND,94603,4111,ALA,BAY AREA AQMD,,,0.8470605529999999,0.83112536,0.145225838,0.85251941,0.004764469,0.31118666,0.206262351,0.160803591,37.73916,-122.16425
17,1,SF,14532,BA,AC TRANSIT GENERAL OFFICE,1600 FRANKLIN STREET,OAKLAND,94612,9621,ALA,BAY AREA AQMD,,,0.013213796000000002,0.012864815,0.039902898,0.18354491,8.508700000000001e-05,0.013663401,0.013116865,0.012802606999999999,37.80528,-122.26852
18,1,SF,5096,BA,ACCURATE MOULDING & MILLWORK,38505 CHERRY STREET,NEWARK,94560,2341,ALA,BAY AREA AQMD,,,,,,,,0.3428573,0.24000010000000002,0.1440001,37.52142,-122.0175
19,1,SF,7566,BA,ACE CABINET SHOP,2160 PRUNE AVENUE,FREMONT,94539,2434,ALA,BAY AREA AQMD,,,,,,,,0.17232139999999999,0.120625,0.07237499,37.50629,-121.93624
20,1,SF,23085,BA,ACORN RESTORATION,2914 POPLAR STREET,OAKLAND,94608,7641,ALA,BAY AREA AQMD,,,0.26232031,0.26232031,,,,,,,37.82183,-122.28477
21,1,SF,1859,BA,ACUITY BRANDS LIGHTING,2246 5TH STREET,BERKELEY,94710,3646,ALA,BAY AREA AQMD,,,0.07966884,0.04033084,0.01239219,0.09799143,1.6376e-05,0.00028819,0.00028819,0.00028819,37.8641848002213,-122.2977341832
22,1,SF,14655,BA,"ADAMS PRECISION SCREEN PRINTING, INC",704 WHITNEY STREET,SAN LEANDRO,94577,2541,ALA,BAY AREA AQMD,,,0.17450816,0.17450815,,,,,,,37.72251,-122.18803
23,1,SF,10810,BA,ADVANCED ANODIZE INC,38200 CEDAR BLVD,NEWARK,94560,3471,ALA,BAY AREA AQMD,,,0.01978645,0.0,,,,,,,37.53457,-122.01279
24,1,SF,12112,BA,"ADVANCED FABRICATION TECHNOLOGY, LLC",31154 SAN BENITO ST,HAYWARD,94544,3499,ALA,BAY AREA AQMD,,,0.006664436,0.006664439,,,,,,,37.60932,-122.05034
25,1,SF,14349,BA,"AEG MANAGEMENT OAKLAND, LLC",7000 COLLISEUM WAY,OAKLAND,94621,9532,ALA,BAY AREA AQMD,,,0.001635832,0.00159212,0.006165802,0.021041216,1.0657e-05,0.0015444470000000002,0.001482668,0.001447146,37.75182,-122.198356
26,1,SF,20686,BA,AEI CONSULTANTS,10700 MACARTHUR BLVD,OAKLAND,94605,1799,ALA,BAY AREA AQMD,,,0.0025216229999999997,0.00168337,,,,,,,37.74297,-122.15025
27,1,SF,22278,BA,"AG - STRADA OCC HOLDINGS, LP",1300 CLAY STREET,OAKLAND,94612,6531,ALA,BAY AREA AQMD,,,0.00508454,0.004965004,0.013668000000000001,0.0628699,2.9145e-05,0.0008978689999999999,0.000861953,0.0008413030000000001,37.80473,-122.27357
28,1,SF,22390,BA,"AG-CCRP PUBLIC MARKET, LP",6001 SHELLMOUND STREET,EMERYVILLE,94608,6531,ALA,BAY AREA AQMD,,,0.006718716,0.0062369999999999995,0.02646863,0.06353641,0.00011745,0.003372237,0.0032373470000000002,0.003159786,37.8419823751703,-122.293157383913
29,1,SF,20251,BA,AGRIBAG,3925 ALAMEDA AVENUE,OAKLAND,94601,3151,ALA,BAY AREA AQMD,,,0.719524686,0.719524686,,,,,,,37.76744,-122.22334
30,1,SF,17824,BA,"AGRICULTURAL BAG MFG, INC",960 98TH AVENUE,OAKLAND,94603,2673,ALA,BAY AREA AQMD,,,0.543024506,0.539895709,0.05763667,0.23092710000000002,0.000935768,0.0049402859999999995,0.0049402859999999995,0.0049402859999999995,37.73997,-122.17788
31,1,SF,1855,BA,AGRICULTURAL RESEARCH SERVICE,800 BUCHANAN STREET,BERKELEY,94710,9641,ALA,BAY AREA AQMD,,,0.09763164099999999,0.075341202,0.44167338899999997,0.510153937,0.0066581669999999996,0.036430897000000004,0.036365764,0.036328312,37.8873551936375,-122.3050952043
32,1,SF,22685,BA,AGRO MERCHANTS OAKLAND LLC,860 81ST STREET,OAKLAND,94621,4213,ALA,BAY AREA AQMD,,,0.000224456,0.000188328,0.001150891,0.003637763,8.809e-06,0.000153951,0.00014779299999999999,0.00014425200000000001,37.75079,-122.18814
33,1,SF,13753,BA,AIMTA,43194 CHRISTY STREET,FREMONT,94538,3671,ALA,BAY AREA AQMD,,,0.03939301,0.03939301,,,,,,,37.50675,-121.97256
34,1,SF,19650,BA,"AIR LIQUIDE AMERICA SPECIALTY GASES, LLC",700 DECOTO ROAD,UNION CITY,94587,2813,ALA,BAY AREA AQMD,,,0.318315009,0.318308541,0.0007394999999999999,0.0034015440000000003,1.5769999999999999e-06,4.8579e-05,4.6636000000000005e-05,4.5518e-05,37.5967,-122.01717
35,1,SF,1672,BA,AIR LIQUIDE ELECTRONICS US,5121 BRANDIN COURT,FREMONT,94538,2813,ALA,BAY AREA AQMD,,,0.02427084,0.0167949244732,0.002342475,0.01852317,3.096e-06,5.4476000000000005e-05,5.4476000000000005e-05,5.4476000000000005e-05,37.50314,-121.9661
36,1,SF,18255,BA,AIR LIQUIDE INC,46405 LANDING PKWY,FREMONT,94538,2813,ALA,BAY AREA AQMD,,,0.13091031,0.13091031,,,,,,,37.4864653876807,-121.941122154049
37,1,SF,8051,BA,"AIRWELD, INC",8300 EARHART ROAD,OAKLAND,94621,4581,ALA,BAY AREA AQMD,,,0.02972963,0.02972964,,,,,,,37.7323387313727,-122.213299186767
38,1,SF,16663,BA,"AJINOMOTO WINDSOR, INC",2188 ALPINE WAY,HAYWARD,94545,2099,ALA,BAY AREA AQMD,,,0.44211172,0.42901438,0.24126660000000003,0.9666587999999999,0.003917118,3.3549660000000006,2.3546801,1.42108,37.64765,-122.12617
39,1,SF,15708,BA,AL'S CUSTOM FINISHING INC,"37537 SYCAMORE ST, STE B",NEWARK,94560,2434,ALA,BAY AREA AQMD,,,2.0144403000000004,2.0144403000000004,,,,,,,37.52652491909,-122.031649919257
40,1,SF,15971,BA,ALAMEDA COMMUNITY DEVELOPMENT AGENCY,3275 GREENVILLE ROAD,LIVERMORE,94550,9532,ALA,BAY AREA AQMD,,,4.2884e-05,3.3963e-05,0.00023774099999999997,0.002854683,2.175e-06,4.633e-05,4.4477e-05,4.3411e-05,37.6760177748038,-121.696786470144
41,1,SF,16713,BA,ALAMEDA COUNTY EMPLOYEES RETIREMENT ASSN (ACERA),475 14TH STREET,OAKLAND,94612,4812,ALA,BAY AREA AQMD,,,0.00045599199999999995,0.000443949,0.001377,0.006333909,2.9360000000000003e-06,9.0457e-05,8.6839e-05,8.475799999999999e-05,37.80445,-122.27239
42,1,SF,12529,BA,ALAMEDA COUNTY GEN SERVICES AGENCY,15400 FOOTHILL BOULEVARD,SAN LEANDRO,94578,5712,ALA,BAY AREA AQMD,,,0.06939622,0.06303276,,,,,,,37.71004,-122.11524
43,1,SF,20828,BA,ALAMEDA COUNTY GENERAL SVCS AGENCY,1111 JACKSON STREET,OAKLAND,94612,9199,ALA,BAY AREA AQMD,,,1.5821e-05,1.2699000000000002e-05,0.00011905200000000001,0.001021296,7.609999999999999e-07,1.4173e-05,1.3606e-05,1.328e-05,37.80039,-122.26661
44,1,SF,23161,BA,ALAMEDA COUNTY GSA,7195 OAKPORT STREET,OAKLAND,94621,4813,ALA,BAY AREA AQMD,,,0.001902953,0.001786985,0.002711286,0.034653699999999996,2.8275e-05,0.000838839,0.0008052860000000001,0.000785992,37.74813,-122.20384
45,1,SF,8481,BA,ALAMEDA COUNTY HOUSEHOLD HAZARDOUS WASTE,5584 LA RIBERA STREET,LIVERMORE,94550,4953,ALA,BAY AREA AQMD,,,9.611,9.611,,,,,,,37.69852,-121.72513
46,1,SF,7796,BA,ALAMEDA COUNTY HOUSEHOLD HAZARDOUS WASTE COLLECTIO,2091 W WINTON AVE,HAYWARD,94545,4953,ALA,BAY AREA AQMD,,,0.006000001,0.006000001,,,,,,,37.65322,-122.13326
47,1,SF,10996,BA,ALAMEDA COUNTY MEDICAL CENTER,2060 FAIRMONT DRIVE,SAN LEANDRO,94578,8062,ALA,BAY AREA AQMD,,,0.00078776,0.00063658,0.00135265,0.00797514,4.5214e-05,0.000795676,0.000795676,0.000795676,37.71072,-122.12023
48,1,SF,1554,BA,ALAMEDA COUNTY MOSQUITO ABATEMENT DISTRICT,23187 CONNECTICUT ST,HAYWARD,94545,9631,ALA,BAY AREA AQMD,,,0.007427973,0.007427973,,,,,,,37.64315,-122.12998
49,1,SF,20299,BA,ALAMEDA COUNTY OFFICE OF EDUCATION,313 W WINTON AVENUE,HAYWARD,94544,9411,ALA,BAY AREA AQMD,,,0.000514911,0.000494394,0.001469056,0.007527785,5.003e-06,0.000128185,0.000123058,0.00012011,37.6621090966803,-122.086555129303
50,1,SF,15683,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,2048 FRLLN DRV PMP ST,SAN LEANDRO,94578,4911,ALA,BAY AREA AQMD,,,0.0006181219999999999,0.0006017969999999999,0.001866599,0.008585964,3.98e-06,0.0006391540000000001,0.000613588,0.000598887,37.699821472168,-122.110847473145
51,1,SF,17114,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,3455 ETTIE STREET,OAKLAND,94608,9532,ALA,BAY AREA AQMD,,,0.184304227,0.18002453300000001,0.49678889,2.245455686,0.001043457,0.032140217,0.030854608999999998,0.03011539,37.8257326817688,-122.288761380956
52,1,SF,17116,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,J3 PMP STTN UNN BLVD,UNION CITY,94587,9532,ALA,BAY AREA AQMD,,,0.000584345,0.000568912,0.0017646,0.008116785999999999,3.7630000000000002e-06,0.000115919,0.00011128200000000001,0.000108616,37.5861701965332,-122.018180847168
53,1,SF,17117,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,ADDISON WAY,HAYWARD,94545,9532,ALA,BAY AREA AQMD,,,0.001113971,0.001084551,0.00336396,0.01547351,7.173e-06,0.00022098299999999998,0.00021214400000000002,0.00020706099999999997,37.61609,-122.06395
54,1,SF,17118,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,1850 PACHECO WAY,HAYWARD,94544,9532,ALA,BAY AREA AQMD,,,0.000275622,0.00026834200000000003,0.00083232,0.0038284940000000004,1.775e-06,5.4676e-05,5.2489e-05,5.1232e-05,37.6181462045606,-122.070439780783
55,1,SF,17119,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,15670 ANCHORAGE,SAN LEANDRO,94577,9532,ALA,BAY AREA AQMD,,,0.000633153,0.000616431,0.00191199,0.00879475,4.077e-06,0.000125601,0.00012057700000000001,0.00011768799999999999,37.6755,-122.15549
56,1,SF,17120,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,"7065 EDEN SHORES, BUSINESS PARK",HAYWARD,94545,9532,ALA,BAY AREA AQMD,,,0.0006586469999999999,0.000596559,0.0017675820000000002,0.01961048,1.5138e-05,0.000186479,0.00017902,0.000174731,37.6391944885254,-122.098358154297
57,1,SF,17121,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,"FLOOD LEVEE, E OF INDUSTRIAL BLVD",HAYWARD,94545,9532,ALA,BAY AREA AQMD,,,0.009363030999999999,0.009115749,0.0282744,0.1300563,6.0291e-05,0.001857381,0.0017830860000000001,0.0017403660000000001,37.632345,-122.110135
58,1,SF,17840,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,951 TURNER COURT,HAYWARD,94545,9229,ALA,BAY AREA AQMD,,,0.00035128300000000003,0.000342005,0.0010608,0.004879455,2.2619999999999997e-06,6.9685e-05,6.6898e-05,6.5295e-05,37.647174,-122.097559
59,1,SF,18482,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,HORNER ST & VEASY ST,HAYWARD,94544,9229,ALA,BAY AREA AQMD,,,0.050343497,0.049173725,0.13375258,0.47826179,0.000285208,0.008786377,0.008434922,0.008232836,37.6349067687988,-122.070808410645
60,1,SF,18628,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,7TH STRT LK MRRT,OAKLAND,94606,8611,ALA,BAY AREA AQMD,,,0.022516937999999997,0.021993732999999998,0.05982301,0.27517312,0.000127565,0.003929847,0.0037726540000000003,0.003682267,37.77535,-122.23875
61,1,SF,18647,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,4588 DELORES DRIVE,UNION CITY,94587,4911,ALA,BAY AREA AQMD,,,0.004746294,0.00463601,0.012609954,0.058003127,2.6889e-05,0.000828365,0.00079523,0.000776177,37.57736,-122.06979
62,1,SF,19495,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,"INDSTRIAL FLOOD, CONTROL PUMP STATION",HAYWARD,94541,9532,ALA,BAY AREA AQMD,,,0.07227649,0.07085864,0.19169748,0.8904428,0.000345694,0.06595592,0.06331769,0.06180071,37.6702613830566,-122.112442016602
63,1,SF,19778,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,"RUUS RD, FLOOD CNTRL",HAYWARD,94541,9532,ALA,BAY AREA AQMD,,,0.010903178999999999,0.010704425,0.028959535,0.134515135,4.8459e-05,0.009963217,0.009564688,0.009335535,37.63146,-122.06884
64,1,SF,19779,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,"SULPHUR CREEK, FLOOD CTR PUMP STA",HAYWARD,94541,9532,ALA,BAY AREA AQMD,,,0.005793088,0.005681508,0.015371079,0.0713967,2.7205e-05,0.005288342,0.005076809,0.004955177,37.6702613830566,-122.112442016602
65,1,SF,20629,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,2480 BELVEDERE AVENUE,SAN LEANDRO,94577,4911,ALA,BAY AREA AQMD,,,0.000636348,0.000621562,0.00169065,0.007776633000000001,3.605e-06,0.000111061,0.00010661899999999999,0.000104064,37.69163,-122.1787
66,1,SF,20673,BA,ALAMEDA COUNTY PUBLIC WORKS AGENCY,2603 FAIRVIEW DRIVE,SAN LEANDRO,94577,9532,ALA,BAY AREA AQMD,,,0.000466463,0.000455625,0.0012392999999999998,0.0057005169999999996,2.643e-06,8.1411e-05,7.8155e-05,7.6282e-05,37.4149143263521,-122.101505391902
67,1,SF,3276,BA,ALAMEDA COUNTY WATER DISTRICT,43885 SO GRIMMER BLVD,FREMONT,94538,4941,ALA,BAY AREA AQMD,,,0.101593845,0.101528189,0.0075072,0.03453152,1.6008e-05,0.000493158,0.00047343099999999996,0.000462089,37.50496,-121.96139
68,1,SF,8017,BA,ALAMEDA COUNTY WATER DISTRICT,42436 MISSION BLVD,FREMONT,94539,4941,ALA,BAY AREA AQMD,,,0.015848649,0.015630271,0.0249696,0.1148549,5.3243999999999994e-05,0.177640286,0.170534675,0.164336949,37.54265,-121.92514
69,1,SF,11699,BA,ALAMEDA COUNTY WATER DISTRICT,1385 MOWRY AVENUE,FREMONT,94538,4941,ALA,BAY AREA AQMD,,,0.014890327,0.014497068,0.02915716,0.16843546,9.5882e-05,0.002026252,0.001945202,0.0018985979999999998,37.5620601829263,-121.978812402568
70,1,SF,12810,BA,ALAMEDA COUNTY WATER DISTRICT,6833 REDEKER PLACE,NEWARK,94560,4941,ALA,BAY AREA AQMD,,,0.0013381839999999999,0.001302842,0.004041035,0.01167135,8.617e-06,0.000550215,0.000528206,0.000515552,37.5241210735282,-122.024677472287
71,1,SF,14048,BA,ALAMEDA COUNTY WATER DISTRICT,42500 VARGAS ROAD,FREMONT,94539,4941,ALA,BAY AREA AQMD,,,0.009210308,0.00896706,0.0278132,0.1279349,5.9308e-05,0.0018270839999999999,0.001754001,0.0017119779999999999,37.5511483811144,-121.917094232101
72,1,SF,21519,BA,ALAMEDA COUNTY WATER DISTRICT,1111 MOWRY AVENUE,FREMONT,94536,4941,ALA,BAY AREA AQMD,,,0.009964263000000001,0.009701102,0.03009,0.1384076,6.4162e-05,0.010303299999999998,0.009891168,0.009654191999999999,37.5649712161864,-121.977663623498
73,1,SF,19321,BA,ALAMEDA CREMATIONS,"2900 MAIN ST, SUITE 1161",ALAMEDA,94501,7261,ALA,BAY AREA AQMD,,,0.038141044,0.02229454,0.27309564,0.5808663000000001,0.0014487329999999998,0.011849085,0.010588887,0.009412704000000001,37.78871,-122.29105
74,1,SF,15063,BA,ALAMEDA HEALTH SYSTEM DBA ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,94501,8062,ALA,BAY AREA AQMD,,,0.0070932059999999995,0.0069058719999999995,0.021419999999999998,0.09852748,4.5676e-05,0.007334554,0.007041171999999999,0.0068724780000000004,37.76266,-122.25399
75,1,SF,16811,BA,ALBANY HIGH SCHOOL,603 KEY ROUTE BLVD,ALBANY,94706,8211,ALA,BAY AREA AQMD,,,0.05829616,0.04582874,0.1587767,0.5705342,0.000784561,0.01944601,0.01932934,0.01929045,37.89625,-122.29237
76,1,SF,23331,BA,ALDERSON CONSTRUCTION,67 KING,PIEDMONT,94611,7353,ALA,BAY AREA AQMD,,,0.3103677,0.03244112,0.09591366,0.7584386,0.00012675,0.002244014,0.00223055,0.002226062,37.8249707286311,-122.229987255066
77,1,SF,22173,BA,ALLEGRO COFFEE COMPANY,1011 GILMAN STREET,BERKELEY,94710,2043,ALA,BAY AREA AQMD,,,0.001244473,0.0011586110000000001,0.0015816670000000001,0.0063371040000000005,2.5679e-05,0.080229571,0.05620137099999999,0.033775051,37.88064,-122.29766
78,1,SF,13010,BA,ALLIED ELECTRONIC RECOVERY,2354 DAVIS AVENUE,HAYWARD,94545,5065,ALA,BAY AREA AQMD,,,,,,,,7.899e-06,5e-06,3.7439999999999996e-06,37.64608,-122.13415
79,1,SF,20385,BA,ALLIED STORAGE CONTAINERS,790 54TH AVENUE,OAKLAND,94601,3412,ALA,BAY AREA AQMD,,,0.32491823,0.32491822,,,,,,,37.76468,-122.209505
80,1,SF,22199,BA,ALOFT SILICON VALLEY,8200 GATEWAY BLVD,NEWARK,94560,7011,ALA,BAY AREA AQMD,,,6.9243e-05,6.7414e-05,0.0002091,0.0009618160000000001,4.46e-07,1.3735999999999999e-05,1.3187000000000001e-05,1.2871e-05,37.53635,-122.06285
81,1,SF,22775,BA,"ALPHA MAGNETICS, INC",23453 BERNHARDT ST,HAYWARD,94545,3559,ALA,BAY AREA AQMD,,,0.31740771,0.31740771,,,,,,,37.64146,-122.1335
82,1,SF,12713,BA,ALPHA RESTORATION STUDIO INC,4512A HOLLIS STREET,EMERYVILLE,94608,8999,ALA,BAY AREA AQMD,,,0.20204329,0.20204329,,,,,,,37.83378,-122.28616
83,1,SF,460,BA,ALTA BATES HOSPITAL,2450 ASHBY AVENUE,BERKELEY,94705,8062,ALA,BAY AREA AQMD,,,0.142701276,0.101874061,0.731756168,2.074424654,0.023002285,0.08669609800000001,0.086595769,0.08654018699999999,37.85593,-122.25731
84,1,SF,3676,BA,ALTA BATES SUMMIT MEDICAL CENTER,450 30TH STREET,OAKLAND,94609,8062,ALA,BAY AREA AQMD,,,0.002533288,0.002466382,0.007649999,0.03518837,1.6312e-05,0.0005025380000000001,0.00048243699999999995,0.00047087800000000004,37.81966,-122.2665
85,1,SF,7780,BA,ALTA BATES SUMMIT MEDICAL CENTER,3100 SUMMIT STREET,OAKLAND,94623,8062,ALA,BAY AREA AQMD,,,0.023507847000000002,0.022420016,0.092388854,0.451429484,0.008721603,0.0066011640000000005,0.006348809,0.006206656999999999,37.82023,-122.26415
86,1,SF,7781,BA,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVE,OAKLAND,94609,8062,ALA,BAY AREA AQMD,,,0.359827581,0.29892366,0.6131382,2.4461027140000002,0.018089469,0.32319936899999996,0.322323975,0.32182684300000003,37.8208305585643,-122.263089389535
87,1,SF,3739,BA,ALTA BATES-HERRICK HOSPITAL,2001 DWIGHT WAY,BERKELEY,94704,4931,ALA,BAY AREA AQMD,,,0.017243247,0.016787846999999998,0.05207101,0.23951555,0.00011103299999999999,0.017829954,0.017116749,0.016706663,37.8642,-122.26902
88,1,SF,16926,BA,ALTES MANUFACTURING INC,14529 GRIFFITH STREET,SAN LEANDRO,94577,5023,ALA,BAY AREA AQMD,,,0.47286809999999996,0.3819342,,,,,,,37.69489,-122.16937
89,1,SF,22763,BA,AMBER FLOORING INC,3441 LOUISE STREET,OAKLAND,94608,1752,ALA,BAY AREA AQMD,,,0.23803698,0.23803698,,,,,,,37.82647,-122.2858
90,1,SF,20432,BA,AMERESCO VASCO ROAD LLC,4001 N VASCO ROAD,LIVERMORE,94551,4953,ALA,BAY AREA AQMD,,,241.4938174,9.2829215,155.95033999999998,26.350862,20.580173000000002,4.190871899999999,4.190311,4.1772227,37.74893,-121.72047
91,1,SF,20753,BA,AMERICA'S BEST COFFEE ROASTING COMPANY,600 50TH AVENUE,OAKLAND,94621,2043,ALA,BAY AREA AQMD,,,0.026986832000000002,0.020517892,0.327110337,0.55739701,0.002258698,0.013130103999999998,0.012227851999999999,0.011385748999999999,37.76228,-122.21474
92,1,SF,9455,BA,AMERICAN LICORICE COMPANY,2477 LISTON WAY,UNION CITY,94587,2064,ALA,BAY AREA AQMD,,,0.1980767,0.1212793,1.548075,1.282558,0.02296841,0.12125910000000001,0.12125910000000001,0.12125910000000001,37.60464,-122.04922
93,1,SF,13837,BA,AMERICAN PRECISION MFG,5800 LAS POSITAS,LIVERMORE,94550,1761,ALA,BAY AREA AQMD,,,0.139087834,0.13874329999999999,0.006346666999999999,0.02542857,0.00010304200000000001,0.000544,0.000544,0.000544,37.7018,-121.72437
94,1,SF,9073,BA,AMERICAN SOIL PRODUCTS INC,2222 3RD STREET,BERKELEY,94710,5261,ALA,BAY AREA AQMD,,,,,,,,0.002215001,0.001993501,0.001971351,37.87694,-122.30413
95,1,SF,15120,BA,AMERICAN TOWER - SUNOL RIDGE - 8252,3700 PALOMARES RD,SUNOL,94586,4931,ALA,BAY AREA AQMD,,,0.0035466029999999997,0.003452935,0.010709999999999999,0.04926372,2.2838e-05,0.0007035539999999999,0.0006754110000000001,0.00065923,37.61197,-121.94126
96,1,SF,22095,BA,AMERICAN TOWER CORPORATION GOLF COURSE SITE#41642,1 CLUBHOUSE MEMORL RD,ALAMEDA,94502,4899,ALA,BAY AREA AQMD,,,0.001024124,0.0008680119999999999,0.004882567,0.01967,3.8063000000000005e-05,0.00085359,0.000819447,0.0007998139999999999,37.739455,-122.238313
97,1,SF,12383,BA,AMP PRINTING INC,6955 SIERRA COURT,DUBLIN,94568,2741,ALA,BAY AREA AQMD,,,3.7312336000000004,3.7312336000000004,,,,,,,37.71113,-121.91245
98,1,SF,3224,BA,"AMPHENOL THERMOMETRICS, INC",1055 MISSION COURT,FREMONT,94539,3674,ALA,BAY AREA AQMD,,,3.655390402,3.59554520124,0.001326,0.00609932,2.8269999999999998e-06,0.00258461,0.001831874,0.00113057,37.4911869770539,-121.930984628561
99,1,SF,18168,BA,"AMSTAR - 105, LLC",HARBOR BAY PARKWAY,ALAMEDA,94502,3669,ALA,BAY AREA AQMD,,,0.036012995,0.029143684,0.062167386,0.365543609,0.002054088,0.036380996,0.036370518,0.036364494,37.72916,-122.22932
